Review_Date,Reviewer_Nationality,negative,positive,score
19/11/2020, Albania , Connection to Orly airport,No Positive,9.2
19/11/2020, New Zealand , Nothing everything was excellent and I didn t hear a single train The grumpy woman in the Metro ticket office who wouldn t accept a E50 note when I tried to buy two carnets , The location of this hotel is superb only metres away from the mainline train station Gare de Lyon and the TGV s heading west and south and the Metro Line 1 which is only a couple of stops away from exchange stations which take you anywhere in Paris Both stations can be reached without getting wet during February s drizzle The housekeeping staff are excellent they found my wife s lost earring and kept the room spotless The breakfast buffet has a wide variety of food available and everything I sampled was excellent Across from the station there are two fine restaurants I can t decide which was the better I will definitely stay there again ,9.2
18/11/2020, Belgium ,No Negative, the staff was very friendly at the reception desk and at the bar i was feeling home ,8.3
18/11/2020, United Kingdom ,No Negative, Bed was amazing Breakfast was good value Tea and coffee facilities in room,7.9
18/11/2020, United Kingdom , Nothing, Staff were nice great location Pamela was very pleasant,7.9
18/11/2020, United Kingdom , The room was a disappointment Cost of drinks very high , Breakfast very good Wonderful selection ,7.5
18/11/2020, New Zealand , Clothes cupboard is bid small for family, Very good breakfast nice swimming pool,8.3
18/11/2020, Australia ,No Negative, The hotel only serves breakfast Room service food was delicious,10
18/11/2020, United Kingdom , bedrooms were a little tired rooms on show were in better condition, perfect spot in central london as we were at a party at a nearby club,8.3
18/11/2020, United Arab Emirates , The bed, I like the location and the view of the park,8.8
18/11/2020, United Kingdom ,No Negative, Great location and very friendly staff ,10
18/11/2020, United Kingdom , No gluten free meals Wife coeliac We went out for meals , Everything was good Staff were very welcoming and friendly Wife needed more bottled water because of medical condition and that was supplied no problem ,9.6
18/11/2020, Russia ,No Negative, cool room interior quiet rooms wooden floors no dirty carpets friendly staff breakfast in a bag is really cool,10
18/11/2020, Thailand , Breakfast too little choice and limited and same everyday, Services,7.5
18/11/2020, Germany , The room was super small to get to the other side of the bed you had to go over the bed There is ongoing renovation should be from 9 am but at 7 am a guy was standing in front of our window We had to leave the window open all the time to get at least some colder air as in room it was 30 degrees C and airconditioning was not working We were all the time in the city so no reason for us to complain but if you want to get a little relaxation at your room then this is wrong place ,No Positive,6
18/11/2020, Thailand , Elevator is so small , Staffs are friendly and heartedly providing services ,8.3
18/11/2020, Sweden , Our bed was very comfortable but the quilts were way too hot, Fantastic staff Beautiful surrounding Great breakfast,10
17/11/2020, United Kingdom , Breakfast could have been better, Awesome service,10
17/11/2020, United Kingdom ,No Negative, Fantastic location around the corner from Shepherds Market and Carrington Rd NCP Good buffet breakfast ,8.8
17/11/2020, Taiwan , No hanger, Location,10
17/11/2020, Russia , Room was shubby Very very small bathroom difficult to operate there even no electric socket for a hsir dryer there the hairdryer itself was hidden in a drawer of a work desk the panel with electrical sockrts on a table was falling away from the table broken latch on the door Very small and uncomfortsble elevator , Location and price,6.7
17/11/2020, United Kingdom ,No Negative, Great staff,9.6
17/11/2020, United Kingdom ,No Negative, Staff were polite and friendly ,7.1
17/11/2020, Japan , There are some rooms that don t have window Actually there is but you can see only emergency stairs and wall , Nice location for both of business and sightseeing Close from metro station restaurants grocery stores and huge park Staff can speak English fluently You should ask them where to eat because there are too many restaurants around there I like free macaroons free sparkling wine and yummy break fast ,8.5
17/11/2020, United Kingdom , Bar closes early Why ,No Positive,8.8
17/11/2020, United Kingdom , Ridiculous not to have wifi included in the price though the staff were accommodating and allowed me access, Quality and Convenience of location,9.6
17/11/2020, United Kingdom , Stayed in room 555 beautiful room and bed Tea and coffee looked like they had been there for years and literally fell apart in my hands Milk was out of date and came out green Constant cooing noise outside the window literally couldnt sleep and a terrible draft , Beautiful Hotel inside and out Great Location and lovely room ,5.5
17/11/2020, United States of America , The bed It reminded me of the first innerspring mattress my parents purchased 65 years ago They thought it was great I almost feared I would roll out of bed during the night , I liked the location of the hotel It was on the Piccadilly line convenient for LHR and Eurostar I enjoyed staying in the Earls Court neighborhood The hotel was on a quiet street and the tube and buses were just a block away The TV line up was so good I sometimes found it hard to break away from it and leave my room ,10
17/11/2020, United Arab Emirates , Poor food selection in bar and was of poor quality, Close to my office,6.3
16/11/2020, United States of America , Cab arranged on the way back to the airport was unprofessional and rude He would only accept cash which we were not informed about at the hotel and initially refused to issue is a receipt ,No Positive,7.9
16/11/2020, United Kingdom , Leaving , Staff exceptionally good nothing was too much trouble very helpful Room spotless ,9.2
16/11/2020, Belgium ,No Negative, everything,10
16/11/2020, United Kingdom ,No Negative, Excellent breakfast for choice and timings to enable me to eat before my meetings began The location in central London is fabulous ,7.9
16/11/2020, United Kingdom , Very small room probably the smallest i ve ever stayed in I expected more from a four star hotel to be honest, Clean and tidy good breakfast,6.7
16/11/2020, United States of America , Rooms are a little small , Comfortable bed and a great buffet breakfast ,8.8
16/11/2020, United Kingdom , This could be a bijou with refurbishment Decor rather tired and worn did not match expectations from the external photos of hotel , Excellent location Easy access to all amenities Staff extremely courteous and obliging Allowed later check out so that we might prepare for attendance at Royal Garden Party and stored our luggage until our return Directed to facilities here we might change our clothes before return journey ,7.5
16/11/2020, United Kingdom , our room is at basement level, Great location Compact but clean and cosy room,7.9
16/11/2020, United Kingdom , small room service choice no wifi in room only communal area Noise from street, LOcation very good for our needs wants,6.7
16/11/2020, Romania , Very small room with almost non existent storage space, Nice breakfast and good location next to metro station,7.9
16/11/2020, United Kingdom ,No Negative, Very close to tube station Lovely downstairs area lobby and bar Made welcome good staff Love the fresh milk in the fridge and water ,10
16/11/2020, United Kingdom ,No Negative, Fantastic hotel ever hiring we needed and more Even a little birthday treat thank you,10
16/11/2020, China , Location,No Positive,8.3
15/11/2020, United Kingdom ,No Negative, The hotel was very well decorated and staff were very helpful ,10
15/11/2020, Iceland , The bathroom was very very small much too small ,No Positive,5.8
15/11/2020, United States of America , My room faced a street so I heard a lot of street noise cars driving by and people talking on the outside of the hotel Luckily I had packed some ear plugs which helped me sleep better , Comfortable bed and clean updated facilities within my room The hotel is easily accessible to a nearby subway station and you can t beat the free warm cookie upon arrival ,8.3
15/11/2020, Australia , Dining isn t gluten free friendly, Good work desk in quiet garden room,9.2
15/11/2020, United Kingdom , Service at breakfast Yes I know it was a buffet told coffee would be served at our table had to ask several times Also told waiter would bring certain items they didn t ,No Positive,7.9
15/11/2020, United Kingdom , Liked everything really except there wasn t a view from the window , There was a lot to like with this hotel The King guest room was spacious and well equipped with a good shower in a nice bathroom The pool and gym facilties were great The breakfast buffet was lovely with a lot of choice The staff were very friendly and polite The restaurant and the bar were well designed and the decor all round the hotel was spot on,9.6
15/11/2020, Mauritius , Multiple country electicity adaptors on the main desk in the room In fact there were no electricity facilties at the main desk and one had to work with a computer on the bed side Further an effort should be done to vary the menu on the breakfast I did 6 days with the same breakfast menu Rather boring , Location clean good sized rooms not noisy,8.3
15/11/2020, Malaysia , the executive suite on the top floor, Near shopping area,8.3
15/11/2020, United Kingdom , Small room but adequate , Helpful staff plus a very good location for my event,7.5
15/11/2020, United Kingdom , Water pressure in shower , Location and the staff were very professional,10
15/11/2020, United Kingdom , Room was sweltering on arrival Tony rang to ask if all was OK and soon sorted the problem, Staff were great Iena answering daft tourist questions with a good sense of humour Arl in breakfast cheerful hardworking and keen to give us a good breakfast which was always achieved All staff were good,9.2
14/11/2020, India , The area around the station, Proximity to railway station ,5.4
14/11/2020, Jersey , Dinner was awful and breakfast was shambles with half the dishes missing Staff tried but could not understand English well so communication was hopeless Bedroom was very tired with frayed carpets and the bathroom so tiny that if a person was large they could not sit on the toilet Pillows so thin that we needed to ask for 5 each in total to get a decent nights sleep , Just the location nothing else and would certainly NOT stay there again ,3.3
14/11/2020, United Kingdom , Having to pay for wifi and they wanted 25 each for breakfast,No Positive,9.2
14/11/2020, New Zealand ,No Negative, Convenient to Earls Court station and the Piccadilly line All good ,10
14/11/2020, Australia ,No Negative, We have stayed here previously It is in a good central location with easy access to a couple of Metro stations many restaurants and major sights of Paris The breakfast has a reasonable selection We had the express breakfast which was good value for money ,8.3
14/11/2020, United Kingdom , Nothing, Everything,10
14/11/2020, Monaco , Complimentary wi fi for the guests and more flexible terms for frequent visitors,No Positive,9.2
14/11/2020, United Kingdom , Housekeeping was a bit disorganised,No Positive,9.6
14/11/2020, Australia ,No Negative, Great location very friendly staff,10
14/11/2020, United Kingdom ,No Negative, Staff charming in fantastic location will definatly book again,10
14/11/2020, United Kingdom , Breakfast could have had more variety Additional cost for menu items More like a self service premier inn breakfast I feel this could be improved, Location Room very nice Excellent service off staff,7.9
14/11/2020, Norway , No breakfast included, Being upgraded,9.6
13/11/2020, United States of America , The room didn t even have mini fridge There were stains on the carpet and the bathroom tiles were broken and filled with dirt I didn t dare to walk around without wearing my slippers The rooms were dated and needed major refurbishment , Great location right next to British Museum and there was a bus stop at the front door that goes to Euston Station if you need to make some side trips Friendly and helpful staff ,6.3
13/11/2020, United Kingdom ,No Negative, Every single member of staff were so welcoming and couldn t do enough for you The restaurant was brilliant and the bar really very comfortable and a relaxed place to sit in Even when they were closing you didn t feel rushed ,10
13/11/2020, Uruguay ,No Negative, The staff was friendly and efficient The hotel has been renovated,10
13/11/2020, United Kingdom , Nothing, Quirky rooms and excellent customer service,10
13/11/2020, United Kingdom , Our room wasn t restocked with shampoo etc but we we didn t grumble I m sure it would have been sorted We will try to book a Hoxton again , The comfortable informality of the place and cheerful staff We appreciated the little breakfast bag Although most of the clientele was much younger than us we liked the buzz of the busy Reception area ,9.2
13/11/2020, Barbados ,No Negative, The charm and the staff,10
13/11/2020, United Kingdom ,No Negative, Friendly staff who contacted me at home 5 days before to say they had no disabled room available so that I could change my booking if necessary I said I would manage on checking in was given a lovely disabled room which had become available nice thought shows customer care,10
13/11/2020, United Kingdom , Very smal rooms, The location,4.6
12/11/2020, Australia , Recurring problem with a faulty toilet and shower in the second bathroom would never get hot Made the second bathroom fairly useless but upgrade fee waived to compensate which was appreciated On all occasions maintenance staff arrived promptly to address the problems Fold out bed in the living area not very comfortable and extremely squeaky Room often overheated but that was typical of all indoor London , Character hotel in fabulous location Walking distance to many key sights and next door to the Underground for those further afield Suite was spacious and clean Room was quiet with no noisy neighbours Provided a room to shower in when we arrived early from a very long flight This was greatly appreciated,8.8
12/11/2020, United Kingdom , Nothing at the price, All fine ,8.8
12/11/2020, Saudi Arabia , They only have a mini iron table , Friendly staff good location,8.8
12/11/2020, Lebanon , Bar waiter kept me waiting 15 mn for service and each time he said 1 minute finally after 15 minutes I left with no service , Loved the swimming pool large hall computer equipments free in rooms WIFI large rooms 1 minute away from Gare de Lyon ,7.5
12/11/2020, United Kingdom ,No Negative, Fantastic location within walking distance of Covent Garden British Museum and so many other attractions Staff lovely and friendly Free breakfast is a great way to start the day ,10
12/11/2020, United Kingdom , Noise from wedding in the hotel made us have to move to a different room,No Positive,5.4
12/11/2020, United States of America , The room was tiny but it did had everything I needed , Cleanliness excellent breakfast very good stuff always helpful excellent location in the terms of public transportation,9.2
12/11/2020, United Kingdom , Slightly dated furnitures The lighting in the room was very dark The bed is ok but the beddings duvet can be upgraded to more comfortable ones , Very friendly staff helping you with everything great location next to metro station and as well as Opera bus to airport Decent wifi connection Clean and comfy toilet shower room ,8.3
12/11/2020, Netherlands , They look the door after midnight, The staff are perfect,9.6
11/11/2020, United Kingdom , Room was tiny not small really tiny nowhere to put a case just a 30cm gap either side of the bed ridiculous not sure who these rooms are intended for, Location modern cleanliness,7.1
11/11/2020, Indonesia , Carpet in our room was dirty and worn Their was an external renovation going on which we were unaware of until we showed up At check in their was confusion regarding additional charges for full breakfast which were supposed to be included in our rate I had to provide the online booking com receipt to prove it was included Some staff were unfriendly and not very helpful , The concierge services were excellent very helpful Location perfect Breakfast very good ,5.4
11/11/2020, United Kingdom , No hot water and 1Mb mobile so if you want just a bed for 140 I would recommend Z Hotels just around the corner better value for money and hot water , Good location well mannered staff and presentable ,5.4
11/11/2020, United Kingdom , I can t fault anything , Overall the stay was lovely staff were extremely helpful and kind always smiling We had breakfast in our room both morning and it was served beautifully with more than enough for portion size It was a brilliant location practically on top of Victoria station very easy access to the underground ,10
11/11/2020, United Arab Emirates , very small room in spite of paying 430 euro per night wi fi is very poor you have to reconnect every almost an hour very poor quality of territories in the bathroom, location Nesperesso coffee machine in the reception,5.4
11/11/2020, United Kingdom , Space a bit tight especially getting in and out of the bathroom Prohibitively priced breakfast I went out to eat breakfast in cafes nearby of which there are many , Quiet comfortable room overlooking garden and backing on to British Museum Reasonably priced room service menu food when it came was well presented and tasty Helpful staff Extremely convenient central location ,8.3
11/11/2020, United Kingdom , Bar Prices were far too high even for London and would have loved to have got onto the roof terrace bar for one drink but was always full due to being open to non residents , Staff wonderful Breakfast great Location great ,9.6
11/11/2020, Australia ,No Negative, This is a young hotel in age run by younger staff They were exceedingly helpfull had a sense of humour and the whole place was just buzzing We were wondering how it was going to be and it was great ,10
10/11/2020, United Kingdom , Our breakfast experience was somewhat disorganized and slow , The hotel is in the perfect location for our visits to family It is clean and comfortable In the main the staff are pleasant friendly and attentive ,8.8
10/11/2020, United States of America ,No Negative, Andrea at the front desk is an outstanding professional She is the reason I return I hope the Royal Garden can keep her ,10
10/11/2020, United Kingdom , The alarm had been set for 6 45 by the previous guest so woke me up very early on the first night of our stay and again on the second but couldn t figure out how to stop it this time so snooze went of 3 times before I managed to achieve this so may I suggest that when a guest vacates a room your cleaners could clear the alarms as routine when making up a room for a new guest, The pillows were definately the best we have ever laid are heads on Oh and the brownies were first class ,9.2
10/11/2020, United Kingdom , Need an extractor or openable window in the bathroom of the room we stayed in , Friendly staff Great location for visiting the Albert Hall or the Natural History Museum V A etc ,9.2
10/11/2020, United Kingdom ,No Negative, This is a lovely small hotel just off Park Lane My room was a single but very well appointed with plenty of room for a single visitor Importantly on the hottest weekend the air con was on when I arrived and easily adjustable for nighttime too ,9.6
10/11/2020, Netherlands ,No Negative, We had to wait since the booking was not in the hotel s system yet The receptionist was apologetic offered a free drink and a toy for our child Excellent service,8.8
10/11/2020, United Kingdom , Bath was very badly designed with taps in a very awkward position Initial room offered was very cramped with no view but was changed with no fuss , Room Breakfast Spa,8.8
10/11/2020, United Kingdom , Nil, Cake on arrival,7.5
10/11/2020, United Kingdom ,No Negative, happy freindly and helpful staff,10
10/11/2020, United States of America , While the hotel was lovely for the most part we found the restaurant lacking in service and cleanliness Things seemed very disorganized while we were there with dirty dishes left on tables and messes left at the buffet It was difficult getting the attention of anyone if we needed something so we just did it ourselves Believe it or not we could not connect our adaptor in the bathroom so I could use my hot curling brush for my hair They only had something for men s razors which seemed very odd to me I ended up sitting on the floor near the bed doing my hair in front of a tiny mirror as all the outlets that took adaptors were on walls away from mirrors , The Pullman Montparnasse was a lovely hotel with nicely appointed rooms It s a bit of a ways from everything so taking the train is a must if you are planning to tour all over the city The gracious lady who checked us in was very friendly and helpful ,7.9
10/11/2020, United States of America , Really nothing , Excellent breakfast included Very nice bar for a nightcap after the theater The Bee Terrace was original and very interesting ,10
10/11/2020, United Kingdom , Very tired hotel Dirty carpets worn furniture carpets and paintwork etc, Good location,5
10/11/2020, Denmark , It has been my worst hotel experience ever I have never been so dissapointet the hotel is rated as a four Star hotel and as a luxury hotel but it was so BAD ucly carpets the tapestry was dirty and broken old and very bad mattresses the TV did not work the toilet couldn t flush out One duble room ordinary Price 1650 for three nights I thought I got a very good offer 554 but it was a horrible Price for what we got Behind the hotel is a Managergroup but who are they Selling these rooms at these prices is robbery , Central location ,2.9
10/11/2020, United Kingdom ,No Negative, Great cocktail bar,10
09/11/2020, United Kingdom , Only thing I would do again at this hotel is order room service at a 5 charge My breakfast came with hard poached eggs no sugar for tea bacon when I asked forfor it not be added No jams and quite cold My eggs were replaced after a long wait which my breakfast went cold Also I was charged for 2 nights parking on my bill and I parked outside I the road So had to query at the reception desk One last grip there were two of us but was only given 1 shower gel but 3 shampoos , Hotel stay was lovely our second night the heating stopped and we were offered another room or a blow heater Which was good The warm cookies are amazing ,8.8
09/11/2020, United Kingdom , The pillows the fluff moves to the sides during the night woke up with stiff neck and shoulders both mornings, Coffee machine and bathroom amenities,5.4
09/11/2020, Poland , Receptionist should offer first rooms upstairs Rooms in basement are unacceptable Upstairs is nice and convenient , Localization is great Upstairs rooms are nice and comfortable ,8.8
09/11/2020, United Kingdom , The only thing we didn t like was the fact that we had not booked a longer stay , Staff very helpful early check in no problem breakfast really good location excellent for getting around London as Tube only a six minute walk Bars and Restaurants within a couples of minutes and a great Indian Restaurant recommended by Keifer Sutherland the Taj Mahal on your door step Hyde Park is on route to the Tube lots going on there if you like people watching and if you like walking we walked from the Shard along Fleet Street through Trafalgar Square and back to the Hotel it took a while but we are 60 years old and it was a bit on the warm side The following day we went to Camden Market Lock nice and easy to get to you really must try this amazing ,8.3
09/11/2020, United Kingdom , Would have liked the towels folded in the bathroom when they turned down the bed in the evening One occasion they took our key and we only had 1 tea bag for 2 people each day , Comfortable bed Excellent staff Will certainly return and would certainly recommend to others,9.6
08/11/2020, United States of America , The climate control was a bit old Heating pipes ran through the closet making it oven like though the rest of the room was not affected , Very clean in a quiet location but an easy walk to the Metro The bed was very comfortable ,8.8
08/11/2020, United Kingdom , Bed could have been better Staff could have been most considerate initially they initially assigned my a single room for the charge of double room But sorted that out after complaint Otherwise it s was ok nothing special about the stay Felt more like guest house rather than Hotel ,No Positive,5.8
08/11/2020, United Kingdom , Nothing , Amazing staff Charming Accommodating Wonderful ,10
08/11/2020, United Kingdom , The bedroom was very small in fact the smallest we have stayed in for a long time There were paper cups for coffee and a very basic bathroom even though this was said to be a Superior Room Strangely there was a huge flat screen TV and a Nespresso machine for coffee but we didn t use either of them There were insufficient staff at breakfast so tables were not cleared very fast and items on the breakfast bar not replaced quickly , The hotel was very convenient for our late arrival at the Gare de Lyon The staff were professional and friendly ,8.8
08/11/2020, Australia , We couldn t stay longer, The greeting from the minute we arrived until we left was always smiling and pleasant The restaurant was excellent,9.6
08/11/2020, Luxembourg ,No Negative, brilliant staff service very nice helpful and sweet reception,9.6
08/11/2020, United Kingdom , The restaurant and bar put extra service charges on food and drink You could eat elsewhere , Staff text friendly and helpful Fantastic hotel ,10
07/11/2020, Israel ,No Negative, The staff were great the breakfast supreme ,10
07/11/2020, Australia , Plastic cups only in rooms , Clean fresh ,7.5
07/11/2020, United Kingdom ,No Negative, Excellent location for our purposes Efficient check in and check out Very clean hotel friendly helpful staff Would return ,10
07/11/2020, United Kingdom , Restaurant Delays caused us to have to eat our dinners separately Alleviated by reduction but still unfortunate,No Positive,10
07/11/2020, United Kingdom , The room was a little awkward in shape Lighting a bit odd t,No Positive,8.3
07/11/2020, United Kingdom , Couldn t get the window open as it looked bolted closed , Being American I was impressed by the staff Every person we encountered said hello and how are we Rare in this part of the world,9.2
07/11/2020, United Kingdom , The shower plug was blocked so the tub filled up when we showered but this really didn t detract from our great stay , I loved how quiet the hotel is because it s down a tiny road that cars don t travel down I loved the honesty bar and the spotlessly clean rooms The staff were very helpful ,9.6
07/11/2020, United States of America , Would expect to have possibility to boil water for tea coffee instead of having to go downstairs, New room and very comfortable and clean,8.8
07/11/2020, United Kingdom ,No Negative, Lovely suite bed very comfy and having a coffee machine with fresh milk in the fridge was great ,10
07/11/2020, United Kingdom , The hotel s 4 star should have been downgraded as the modernization program was still very evident Breakfast was provide by a sister hotel down the street No room service evident and the the provision of coffee making facilities was miserly with one cup per person per day The hotel provided notices informing guest the the refurbish work would only be done Mon Fri 9am to 5pm in fact the work began just after 8am and on a Saturday Not the standard we would expect from a Best Western Hotel, The room was very nice as expected that was the only like ,5.4
07/11/2020, Sweden ,No Negative, Excellent location Friendly staff Good breakfast ,8.8
07/11/2020, United Kingdom , Last day had a taxi waiting for me whilst i came back for my bags The receptionist on duty wasnt particularly helpful with helping me get me bags quickly as she said she had to supervise a trainee Otherwise great service , Great location cleanliness decor comfort Staff usually particularly helpful,9.2
07/11/2020, United Kingdom , nothing, Great place to stay Victoria station is literally across the road making everywhere accessible on tube or train ,10
07/11/2020, Germany , Despite the good quality I find the price level too expensive I have been there for attending a conference where the service was unfortunately not good enough for Hilton standards e g the temperature in the conference room was freezingly cold and was only raised after two hours and a high number of complaints by attendees , Breakfast rooms all was very perfect ,7
07/11/2020, Australia ,No Negative, Enjoyed our stay Visiting family nearby ,9.2
07/11/2020, Saudi Arabia , Rooms a bit old , Location Staff ,9.2
06/11/2020, United Arab Emirates , Breakfast room very small Items on the buffet not replenished , Location few steps from earls court on the piccadilly line ,5.8
06/11/2020, South Africa , Bed and pillows weren t great, Good value Excellent location for Victoria Station,7.1
06/11/2020, United Kingdom , Bed was tooo small too hard,No Positive,7.1
06/11/2020, United Kingdom ,No Negative, Friendly staff at reception,9.6
06/11/2020, United Kingdom ,No Negative, From the cookie at the reception to the staff helping me store my bags after I checked out everything was great,10
06/11/2020, United Kingdom ,No Negative, Lovely room and very good location just off the champs elysees and near the metro,9.2
06/11/2020, United Kingdom , My girlfriend did say the hair dryer was blowing out cold air but we both said we loved every thing about it from the reception to our room , the bed was extra comfy allowing me to enjoy an excellent night sleep and the staff especially the gentlemen who attended to us i believe his name was Felipe was an absolute delight Credit to the Hilton However it must be said that all the other staff did indeed show the same type of friendliness and warmth For a young couple who don t have the financial capability to stay at a Hilton this one of occasion were together we put our money together to enjoy a two day holiday to the best of our abilities was complete with the addition of staying at a Hilton hotel So thank you as we ve never experienced a hotel nor stay like it ,10
06/11/2020, United Kingdom , Nothing All OK , Great location for Holborn station and theatres Modern hotel with extremely friendly staff Room had everything we needed Breakfast bag a nice touch We thoroughly recommend The Hoxton and would stay again ,10
06/11/2020, United Arab Emirates , Dated furniture and smelly corridors there is only one lift and on one occasion even the one lift was not functional The hotel needs a revamp, My stay was made comfortable by Mr Akil Saeed He was always cheerful welcoming and ready to assist with any problem or issue I had during my extended stay of over two weeks The best thing about the hotel is certainly Mr Saeed He needs to pass his customercentric attitude to the rest of the staff ,6
06/11/2020, Saudi Arabia , I expectd the room to be a bit more spacious But its definitely fine , Location U could see victoria station trains thro ur room window welcoming cookies were such a nice idea staff were so welcoming Excellent hotel ,8.8
06/11/2020, United Kingdom , Could not get into bedroom on one of the days and had to wait for someone to come and sort out the problem Extremely helpful mam sorted everything out for us , The extremely comfortable beds,9.6
06/11/2020, United Kingdom , Nothing springs to mind, Everything good location lovely hotel,10
05/11/2020, United Kingdom , The breakfast was really poor under cooked eggs which made my bread soggy No latte available this was extra , They upgraded us to an executive room which was lovely,7.9
05/11/2020, Poland , After the recent change of the staff at breakfast area the service level decreased and sometimes it went to pure chaos , The location of the hotel is great Close to Blackfriars station close to Soho close to St Paul Also the hotel itself is really nice and staff is usually very helpful Perfect place to stay both for work and leisure ,8.8
05/11/2020, United Arab Emirates , AC was a bit not cold and there is no porter to carry the luggages and its difficult to bring them in parking lot There is though a trolley and we help ourselves , Location not far from metro and train station ,7.9
05/11/2020, Canada , It was perfect , Every aspect of the Piscine Molitor was outstanding especially the pools ,10
05/11/2020, France , The room was small , Great location close to Earl s Court tube station ,8.8
05/11/2020, Norway , The hotel was rather expensive and breakfast was not included in the price They said afterwards that the breakfast costs 18 Euros per person There was an extra charge for the city tax Although it claimed to be 4 star it did not have facilities like sauna or gym The safety box was very small and you cannot put your laptop in it ,No Positive,4.2
05/11/2020, Kuwait , Room size was extremely small, Hotel location was perfect Bed is confortable,7.1
05/11/2020, United Kingdom , The Iron was horrible it was already scorched and though it was on low setting it burn t my new shirt I think they need to upgarde their irons , The staff was friendly and helpful,7.1
05/11/2020, United Kingdom ,No Negative, Great location really comfy beds and liked the check out at twelve o clock ,10
04/11/2020, United Arab Emirates , WIFI SIGNALS ARE WEEK,No Positive,8.8
04/11/2020, Israel , The meals boring No vegetables at all ,No Positive,5.4
04/11/2020, United Kingdom , Room to small Had to upgrade Rooms could do with a refurb Pretty dated, Location,7.5
04/11/2020, Egypt , Nothing, Excellent location just steps to the metro station that will take you to most of the attractions in a few minutes very comfortable mattress modern and clean Xbox great idea for the children ,9.6
04/11/2020, United Kingdom , No water bottles available in room , Very comfortable bed with a choice of pillows and a clean bathroom Late check out option and it was fairly quiet in the morning for those who like lay ins ,8.3
04/11/2020, United Kingdom ,No Negative, Professional staff lovely rooms,9.2
04/11/2020, United Kingdom , Minibar massively overpriced , Friendly and helpful staff in all areas Room service breakfast is wonderful Health club better equipped than in most comparable hotels,9.2
04/11/2020, United Kingdom , Too short a stay , Ambience and friendly staff Central for a good night out with friends whilst over from Australia,9.6
04/11/2020, United Kingdom , Room booked for 3 2 single beds and 1 fold up bed provided This was a bit too much of a squish in the room plus the fold up bed was not too comfortable A room with 2 doubles would have been better and 2 of us would have happily shared Basin in bathroom draining slowly by the time we left it was blocked , Location great Room and hotel clean with nice decor Staff friendly and helpful ,7.5
03/11/2020, United Kingdom , Executive room was tiny air con had a fault and was uncontrollable although did produce cool air when on room was directly about the smoking area unofficial so was prone to unpleasant odours street view only, Great position relatively inexpensive for Mayfair,6.3
03/11/2020, Italy , Single room so expensive, Staff excellent and receptionist Pamela very courtesly Position near metro,8.8
03/11/2020, United Kingdom , No view at all from the room , Pool essential Quality of the bedding decor was good too ,10
03/11/2020, United Kingdom , The rooms were too hot but we managed to overcome any noise from the open window because we were so tired , We needed a relaxing and comfortable overnight stay as we were attending a nearby festival the room fit that bill Staff were friendly and attentive ,9.2
03/11/2020, United Kingdom , Waited ages for coffee on the first morning at breakfast , Delicious cookie on arrival Very helpful receptionist Very close to the tube station Plenty of parking spaces ,9.2
03/11/2020, United Kingdom , Small room and bathroom Constant noise of slamming room doors in morning as housekeeping were cleaning rooms , Central location Young and vibrant vibe ,6.7
03/11/2020, United Kingdom , A little noisy at night from city revellers, Pleasant and efficient staff and a comfortable room,9.6
03/11/2020, United Kingdom , I was dissatisfied with the fire alarm situation On the Friday evening this went off at 9pm waking me up I m 7 months pregnant therefore not ideal Then on the following night the alarm went off again at around 10pm 10 03pm then again at 10 05pm Again this woke me up As a pregnant worried customer my partner rang reception to see if this was a real alarm and a real panic to get dressed and out of the building To his dismay the phone just rang off with no answer We had to assume all was ok I cudnt get back to sleep was really worried , I loved the location and the food was gorgeous ,8.3
03/11/2020, United Kingdom , Had to walk inside then outside then inside to reach room It was very cold weather so not ideal ,No Positive,5.8
03/11/2020, United States of America , neighborhood, Staff,9.2
03/11/2020, Luxembourg , the breakfast just avoid it the view to a wall hence the curtain down all the time the lift for max two persons , The room is ok ,7.9
03/11/2020, Denmark , The room needed a refurbishment It was worn down and did not reflect the price level for the stay even for London, Facilities were fine,6.7
03/11/2020, India ,No Negative, The staff at the Front desk was excellent Super Quick and Very Helful ,9.2
03/11/2020, United Kingdom , couldnt buy a meal at hotel as restaurant fully booked, comfrey beds lovely room,9.6
03/11/2020, United States of America ,No Negative, The location was amazing for us Across the street from the Louvre and Tulieres Gardens Great food around the location as well ,8.8
03/11/2020, United Kingdom , Room and furniture pretty average for the price and star rating of the hotel,No Positive,7.1
03/11/2020, United Kingdom , our room was very cold at night no extra blankets etc Good staff expensive ,No Positive,5.8
03/11/2020, Malaysia , Did not refill the shower gel ,No Positive,9.2
02/11/2020, Canada , The rooms are tiny Best suited for a solo guest Even for a couple with 2 suit cases the rooms are like dorms and extremely tight to move around in The lighting is also quite dim with the windows being so deep and that makes it a challenge for getting ready doing makeup seeing outside I would stay again just in a larger room , The hotel has a really cool vibe The lobby restaurant bar is always lively and you could easily just hang out at the hotel all day and have a great time The coffee is also amazing The rooms have a great aesthetic and design ,8.3
02/11/2020, Taiwan , It s quite small , Near metro station Variety of tv programmes,8.3
02/11/2020, Greece , VERY SMALL ROOMS ,No Positive,9.6
02/11/2020, Bahrain , Did not face any problem in my stay, Location is ideal for my travel,7.9
02/11/2020, United Kingdom , Rooms cold at night, Excellent staff good food,7.5
